962179	0.3957516300634204	[1.0, 0.5, 0.38009376671593426, 0.31939394323979897, 0.40169418876974816, 0.3623379437392863, 0.33235481135516753, 0.3803385141412111, 0.4198020923398002, 0.3957516300634204]
1117099	0.3967042235461754	[0.6666666666666666, 0.3333333333333333, 0.49320831104542096, 0.4144444373937018, 0.4852509870787352, 0.43770821129889687, 0.48423734088754095, 0.44943517195374755, 0.4208125764587051, 0.3967042235461754]
148538	0.3690541948483476	[1.0, 0.6666666666666666, 0.5508231047523734, 0.48415250786360375, 0.43844204505207035, 0.40416621658438834, 0.37702654316683143, 0.35473574458067103, 0.36243307280245723, 0.3690541948483476]
451602	0.12007430061219551	[0.0, 0.0, 0.1598749777120876, 0.1343434279336683, 0.11809835195402345, 0.10652759039675218, 0.09771253003496683, 0.09068992419669662, 0.127371408742296, 0.12007430061219551]
359349	0.8621030340440533	[1.0, 0.8333333333333334, 0.8733020777613553, 0.8935353522534003, 0.8661019370767505, 0.8465621389183192, 0.8316759536511591, 0.8437734137229392, 0.8537228139114938, 0.8621030340440533]
1115776	0.26864023297892997	[0.3333333333333333, 0.16666666666666666, 0.13770577618809335, 0.1815571904488514, 0.1725618379660612, 0.20781715969449524, 0.19997176599384378, 0.19314837187864212, 0.18710621151614312, 0.26864023297892997]
1112341	0.495795542861989	[1.0, 1.0, 0.7601875334318685, 0.7984848580994974, 0.701930472165361, 0.6331583852663826, 0.5807651098350454, 0.5390254839187815, 0.525925834425131, 0.495795542861989]
131843	0.9263767796563566	[1.0, 1.0, 1.0, 1.0, 1.0, 0.9020243604942442, 0.9101317547665743, 0.9165905913500249, 0.9219025782910795, 0.9263767796563566]
104861	0.15179317790730373	[0.0, 0.0, 0.23981246656813146, 0.20151514190050246, 0.17714752793103522, 0.1597913855951283, 0.14656879505245024, 0.17196991855629706, 0.16101789316239032, 0.15179317790730373]
833860	0.12347490489631416	[0.3333333333333333, 0.16666666666666666, 0.12669792223864476, 0.10646464774659967, 0.09359072962204813, 0.08442111803551768, 0.07743534797800605, 0.07187006452250419, 0.13097867321133666, 0.12347490489631416]
207786	0.3762065411803015	[0.5, 0.5, 0.3800937667159343, 0.39924242904974877, 0.4114262360344824, 0.37111648744955794, 0.381781479857062, 0.4262128847887421, 0.39906921700891207, 0.3762065411803015]
1114819	0.2544763984713139	[0.0, 0.16666666666666666, 0.20663541109468855, 0.28010100946003347, 0.28653796852230917, 0.2584642278136558, 0.23707655011387863, 0.24399453133458954, 0.24968413586755406, 0.2544763984713139]
183378	0.06343775459021642	[0.3333333333333333, 0.16666666666666666, 0.12669792223864476, 0.10646464774659967, 0.09359072962204813, 0.08442111803551768, 0.07743534797800605, 0.07187006452250419, 0.06729296884018865, 0.06343775459021642]
1106007	0.0	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1124210	0.13655756271164796	[0.0, 0.0, 0.1598749777120876, 0.1343434279336683, 0.11809835195402345, 0.10652759039675218, 0.15721505211049258, 0.14928958313552296, 0.14249141632335355, 0.13655756271164796]
490595	0.31985720599220735	[0.6666666666666666, 0.3333333333333333, 0.2533958444772895, 0.2661616193664992, 0.23397682405512032, 0.21817817723575184, 0.29320840271399096, 0.2779818663399572, 0.311804602926679, 0.31985720599220735]
1103812	0.6751109834811346	[0.3333333333333333, 0.6666666666666666, 0.7466041555227105, 0.7188733560746529, 0.6995454397891951, 0.7216262468372618, 0.7075794462541738, 0.6679622091345162, 0.6595100198868026, 0.6751109834811346]
87181	0.6002493647620382	[0.5, 0.75, 0.6900468833579672, 0.6596969716198996, 0.6403860944330723, 0.6756194968061545, 0.661087144583722, 0.6135747688474918, 0.606341679694649, 0.6002493647620382]
443396	0.07362322034364345	[0.0, 0.0, 0.0, 0.0, 0.0, 0.09797563950575582, 0.08986824523342568, 0.08340940864997515, 0.07809742170892056, 0.07362322034364345]
1121709	0.0	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
87452	0.2737634017962316	[0.3333333333333333, 0.6666666666666666, 0.506791688954579, 0.42585859098639867, 0.37436291848819253, 0.3376844721420707, 0.3097413919120242, 0.28748025809001676, 0.29040044348447064, 0.2737634017962316]
855410	0.9532136045506698	[1.0, 1.0, 0.8800937667159344, 0.8037213937324478, 0.9532136045506698, 0.9532136045506698, 0.9532136045506698, 0.9532136045506698, 0.9532136045506698, 0.9532136045506698]
1114646	0.2593124603243279	[0.0, 0.16666666666666666, 0.3665103888067762, 0.36121211352040195, 0.31753362236410737, 0.2864230626484048, 0.29853946682450483, 0.2834896020033, 0.27058039853808263, 0.2593124603243279]
19335	0.0	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
47923	0.47948898570889614	[0.0, 0.3333333333333333, 0.3333333333333333, 0.33333333333333326, 0.4139479999357358, 0.4060497264218221, 0.42761553910007594, 0.4311688485432622, 0.4786200571479318, 0.47948898570889614]
405717	0.3501848298873031	[0.0, 0.25, 0.19004688335796716, 0.1596969716198995, 0.26130809433667596, 0.33368190619176563, 0.3888191170795134, 0.37432608187586286, 0.361571160438066, 0.3501848298873031]
182539	0.621001545255774	[0.3333333333333333, 0.4, 0.5209090851403014, 0.5180297833416733, 0.5161179769191409, 0.6016796315156906, 0.5941413316168507, 0.5880338099984894, 0.5829413453932591, 0.621001545255774]
1113437	0.13635517310748266	[0.0, 0.0, 0.08688267143572, 0.07636655561934666, 0.06915653286001715, 0.14192654059539128, 0.13239620430554874, 0.12456859328655151, 0.11796789619224625, 0.13635517310748266]
1129237	0.5721543178271548	[1.0, 1.0, 0.7601875334318685, 0.6387878864795979, 0.6421590443346912, 0.6445601943054321, 0.6739725120956822, 0.6255340641649713, 0.6069250548041942, 0.5721543178271548]
146187	0.8691143514909774	[0.6666666666666666, 0.8, 0.8403030283801005, 0.8622942238119067, 0.8238779871437115, 0.8391941434280513, 0.8881848080035857, 0.8305628493716459, 0.8653943269858707, 0.8691143514909774]
