156493	0.9405216981427216	[0.6666666666666666, 0.8, 0.8403030283801005, 0.8622942238119067, 0.8768959959101716, 0.8876015297346478, 0.8959345003050645, 0.902685863157028, 0.9372385094656307, 0.9405216981427216]
1110199	0.3344730653618805	[0.6666666666666666, 0.3333333333333333, 0.4132708221893771, 0.3472727234268676, 0.38589447780052216, 0.3480862195562763, 0.3850698515428246, 0.36565784791702716, 0.3490069671649371, 0.3344730653618805]
1063750	0.0	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
130510	0.5994358075285965	[0.3333333333333333, 0.5, 0.46003125557197805, 0.439797981079933, 0.46723139625658267, 0.45411264791309536, 0.5134467409930722, 0.5631805110198721, 0.5603034740279388, 0.5994358075285965]
489204	0.37651728787557026	[0.6666666666666666, 0.8, 0.638787886479598, 0.5508231047523734, 0.4924160163593131, 0.44959388106140863, 0.4162619987797419, 0.421694592986212, 0.3973009561660387, 0.37651728787557026]
573724	0.42759282925469805	[0.0, 0.4, 0.42015151419005026, 0.43114711190595334, 0.4384479979550858, 0.4438007648673239, 0.44796725015253225, 0.41890488596419, 0.4235959699680695, 0.42759282925469805]
168216	1.0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
1133167	0.5524133677921164	[0.6666666666666666, 0.5, 0.5399687444280219, 0.506969695046767, 0.5262805722335944, 0.54003498961339, 0.5505136446996575, 0.5588615698829104, 0.5657272134063835, 0.5524133677921164]
527433	0.30131231626736815	[1.0, 0.6666666666666666, 0.506791688954579, 0.42585859098639867, 0.37436291848819253, 0.3376844721420707, 0.34689277227021653, 0.32940533790969123, 0.3144052797080667, 0.30131231626736815]
1037798	0.12976720573829292	[0.0, 0.0, 0.0, 0.1815571904488514, 0.1644157668945264, 0.15156233121914564, 0.1413849536875618, 0.13707811309392556, 0.13323703763117367, 0.12976720573829292]
915593	0.35667945667544354	[0.6666666666666666, 0.3333333333333333, 0.4132708221893771, 0.3472727234268676, 0.42620181110172345, 0.38444441610052077, 0.43538107587005753, 0.40409020985539923, 0.3783554402112731, 0.35667945667544354]
264014	0.5580943136578562	[1.0, 1.0, 0.9200625111439561, 0.8263636382865661, 0.7264380944973363, 0.6879234041295356, 0.6309983736364813, 0.6096051679838003, 0.5920106015961759, 0.5580943136578562]
1121402	0.6335407825136607	[0.5, 0.5, 0.5, 0.5, 0.5604609999518019, 0.5545372948163666, 0.5913989249395394, 0.5848300783068472, 0.61127046720359, 0.6335407825136607]
